resample,model,recall
497,claude-opus-4-7,0.4666666666666667
497,gpt-5.4-nano,0.6666666666666666
497,gpt-5.4-mini,0.6
497,gpt-5.4,0.3333333333333333
498,claude-haiku-4-5-20251001,0.6
498,claude-sonnet-4-6,0.6
498,claude-opus-4-7,0.6666666666666666
498,gpt-5.4-nano,0.7333333333333333
498,gpt-5.4-mini,0.4666666666666667
498,gpt-5.4,0.3333333333333333
499,claude-haiku-4-5-20251001,0.6
499,claude-sonnet-4-6,0.8
499,claude-opus-4-7,0.4666666666666667
499,gpt-5.4-nano,1.0
499,gpt-5.4-mini,0.6
499,gpt-5.4,0.3333333333333333
500,claude-haiku-4-5-20251001,0.6
500,claude-sonnet-4-6,0.8666666666666667
500,claude-opus-4-7,0.5333333333333333
500,gpt-5.4-nano,0.8666666666666667
500,gpt-5.4-mini,0.7333333333333333
500,gpt-5.4,0.26666666666666666
501,claude-haiku-4-5-20251001,0.5333333333333333
501,claude-sonnet-4-6,0.9333333333333333
501,claude-opus-4-7,0.6
501,gpt-5.4-nano,0.8666666666666667
501,gpt-5.4-mini,0.5333333333333333
501,gpt-5.4,0.26666666666666666
502,claude-haiku-4-5-20251001,0.6666666666666666
502,claude-sonnet-4-6,0.8
502,claude-opus-4-7,0.4
502,gpt-5.4-nano,0.5333333333333333
502,gpt-5.4-mini,0.5333333333333333
502,gpt-5.4,0.13333333333333333
503,claude-haiku-4-5-20251001,0.5333333333333333
503,claude-sonnet-4-6,0.4
503,claude-opus-4-7,0.4
503,gpt-5.4-nano,1.0
503,gpt-5.4-mini,0.5333333333333333
503,gpt-5.4,0.4666666666666667
504,claude-haiku-4-5-20251001,0.4
504,claude-sonnet-4-6,0.8666666666666667
504,claude-opus-4-7,0.3333333333333333
504,gpt-5.4-nano,0.8
504,gpt-5.4-mini,0.6
504,gpt-5.4,0.2
505,claude-haiku-4-5-20251001,0.6
505,claude-sonnet-4-6,0.8
505,claude-opus-4-7,0.4666666666666667
505,gpt-5.4-nano,0.7333333333333333
505,gpt-5.4-mini,0.6
505,gpt-5.4,0.4
506,claude-haiku-4-5-20251001,0.5333333333333333
506,claude-sonnet-4-6,0.7333333333333333
506,claude-opus-4-7,0.26666666666666666
506,gpt-5.4-nano,0.8666666666666667
506,gpt-5.4-mini,0.4666666666666667
506,gpt-5.4,0.5333333333333333
507,claude-haiku-4-5-20251001,0.2
507,claude-sonnet-4-6,0.8666666666666667
507,claude-opus-4-7,0.5333333333333333
507,gpt-5.4-nano,0.8666666666666667
507,gpt-5.4-mini,0.4
507,gpt-5.4,0.4666666666666667
508,claude-haiku-4-5-20251001,0.4
508,claude-sonnet-4-6,0.7333333333333333
508,claude-opus-4-7,0.4
508,gpt-5.4-nano,0.8
508,gpt-5.4-mini,0.7333333333333333
508,gpt-5.4,0.26666666666666666
509,claude-haiku-4-5-20251001,0.4666666666666667
509,claude-sonnet-4-6,0.8
509,claude-opus-4-7,0.26666666666666666
509,gpt-5.4-nano,0.7333333333333333
509,gpt-5.4-mini,0.4666666666666667
509,gpt-5.4,0.4
510,claude-haiku-4-5-20251001,0.4
510,claude-sonnet-4-6,0.7333333333333333
510,claude-opus-4-7,0.5333333333333333
510,gpt-5.4-nano,0.9333333333333333
510,gpt-5.4-mini,0.6
510,gpt-5.4,0.6
511,claude-haiku-4-5-20251001,0.5333333333333333
511,claude-sonnet-4-6,0.5333333333333333
511,claude-opus-4-7,0.3333333333333333
511,gpt-5.4-nano,0.6666666666666666
511,gpt-5.4-mini,0.4
511,gpt-5.4,0.6
512,claude-haiku-4-5-20251001,0.6666666666666666
512,claude-sonnet-4-6,0.8
512,claude-opus-4-7,0.5333333333333333
512,gpt-5.4-nano,0.8
512,gpt-5.4-mini,0.6
512,gpt-5.4,0.2
513,claude-haiku-4-5-20251001,0.4666666666666667
513,claude-sonnet-4-6,0.6
513,claude-opus-4-7,0.3333333333333333
513,gpt-5.4-nano,0.8
513,gpt-5.4-mini,0.5333333333333333
513,gpt-5.4,0.4666666666666667
514,claude-haiku-4-5-20251001,0.3333333333333333
514,claude-sonnet-4-6,0.8
514,claude-opus-4-7,0.4666666666666667
514,gpt-5.4-nano,0.8
514,gpt-5.4-mini,0.6666666666666666
514,gpt-5.4,0.4666666666666667
515,claude-haiku-4-5-20251001,0.4666666666666667
515,claude-sonnet-4-6,0.9333333333333333
515,claude-opus-4-7,0.8
515,gpt-5.4-nano,0.8
515,gpt-5.4-mini,0.5333333333333333
515,gpt-5.4,0.2
516,claude-haiku-4-5-20251001,0.5333333333333333
516,claude-sonnet-4-6,0.8666666666666667
516,claude-opus-4-7,0.4666666666666667
516,gpt-5.4-nano,0.8
516,gpt-5.4-mini,0.4666666666666667
516,gpt-5.4,0.26666666666666666
517,claude-haiku-4-5-20251001,0.4666666666666667
517,claude-sonnet-4-6,0.8
517,claude-opus-4-7,0.4666666666666667
517,gpt-5.4-nano,0.6666666666666666
517,gpt-5.4-mini,0.4
517,gpt-5.4,0.2
518,claude-haiku-4-5-20251001,0.6666666666666666
518,claude-sonnet-4-6,0.8
518,claude-opus-4-7,0.5333333333333333
518,gpt-5.4-nano,0.8
518,gpt-5.4-mini,0.4666666666666667
518,gpt-5.4,0.26666666666666666
519,claude-haiku-4-5-20251001,0.5333333333333333
519,claude-sonnet-4-6,0.4666666666666667
519,claude-opus-4-7,0.4666666666666667
519,gpt-5.4-nano,0.8
519,gpt-5.4-mini,0.5333333333333333
519,gpt-5.4,0.5333333333333333
520,claude-haiku-4-5-20251001,0.4666666666666667
520,claude-sonnet-4-6,0.8666666666666667
520,claude-opus-4-7,0.26666666666666666
520,gpt-5.4-nano,0.8666666666666667
520,gpt-5.4-mini,0.5333333333333333
520,gpt-5.4,0.13333333333333333
521,claude-haiku-4-5-20251001,0.4
521,claude-sonnet-4-6,0.8666666666666667
521,claude-opus-4-7,0.4
521,gpt-5.4-nano,0.8
521,gpt-5.4-mini,0.6
521,gpt-5.4,0.13333333333333333
522,claude-haiku-4-5-20251001,0.5333333333333333
522,claude-sonnet-4-6,0.8666666666666667
522,claude-opus-4-7,0.3333333333333333
522,gpt-5.4-nano,0.8
522,gpt-5.4-mini,0.6
522,gpt-5.4,0.3333333333333333
523,claude-haiku-4-5-20251001,0.7333333333333333
523,claude-sonnet-4-6,0.6666666666666666
523,claude-opus-4-7,0.5333333333333333
523,gpt-5.4-nano,0.9333333333333333
523,gpt-5.4-mini,0.4
523,gpt-5.4,0.3333333333333333
524,claude-haiku-4-5-20251001,0.4666666666666667
524,claude-sonnet-4-6,0.8666666666666667
524,claude-opus-4-7,0.6666666666666666
524,gpt-5.4-nano,0.8
524,gpt-5.4-mini,0.4
524,gpt-5.4,0.26666666666666666
525,claude-haiku-4-5-20251001,0.6666666666666666
525,claude-sonnet-4-6,0.7333333333333333
525,claude-opus-4-7,0.26666666666666666
525,gpt-5.4-nano,0.6666666666666666
525,gpt-5.4-mini,0.6
525,gpt-5.4,0.3333333333333333
526,claude-haiku-4-5-20251001,0.6666666666666666
526,claude-sonnet-4-6,0.6
526,claude-opus-4-7,0.5333333333333333
526,gpt-5.4-nano,0.7333333333333333
526,gpt-5.4-mini,0.6666666666666666
526,gpt-5.4,0.5333333333333333
527,claude-haiku-4-5-20251001,0.5333333333333333
527,claude-sonnet-4-6,0.8
527,claude-opus-4-7,0.4
527,gpt-5.4-nano,0.8
527,gpt-5.4-mini,0.6
527,gpt-5.4,0.3333333333333333
528,claude-haiku-4-5-20251001,0.5333333333333333
528,claude-sonnet-4-6,0.8
528,claude-opus-4-7,0.5333333333333333
528,gpt-5.4-nano,0.8666666666666667
528,gpt-5.4-mini,0.4
528,gpt-5.4,0.4
529,claude-haiku-4-5-20251001,0.6
529,claude-sonnet-4-6,0.4666666666666667
529,claude-opus-4-7,0.4
529,gpt-5.4-nano,0.8
529,gpt-5.4-mini,0.4666666666666667
529,gpt-5.4,0.3333333333333333
530,claude-haiku-4-5-20251001,0.5333333333333333
530,claude-sonnet-4-6,0.6
530,claude-opus-4-7,0.3333333333333333
530,gpt-5.4-nano,0.7333333333333333
530,gpt-5.4-mini,0.6
530,gpt-5.4,0.5333333333333333
531,claude-haiku-4-5-20251001,0.4
531,claude-sonnet-4-6,0.7333333333333333
531,claude-opus-4-7,0.5333333333333333
531,gpt-5.4-nano,1.0
531,gpt-5.4-mini,0.4666666666666667
531,gpt-5.4,0.4
532,claude-haiku-4-5-20251001,0.6666666666666666
532,claude-sonnet-4-6,0.5333333333333333
532,claude-opus-4-7,0.5333333333333333
532,gpt-5.4-nano,0.8
532,gpt-5.4-mini,0.5333333333333333
532,gpt-5.4,0.26666666666666666
533,claude-haiku-4-5-20251001,0.6
533,claude-sonnet-4-6,0.7333333333333333
533,claude-opus-4-7,0.4
533,gpt-5.4-nano,0.6666666666666666
533,gpt-5.4-mini,0.6
533,gpt-5.4,0.3333333333333333
534,claude-haiku-4-5-20251001,0.6
534,claude-sonnet-4-6,0.6
534,claude-opus-4-7,0.4
534,gpt-5.4-nano,0.4
534,gpt-5.4-mini,0.6
534,gpt-5.4,0.4666666666666667
535,claude-haiku-4-5-20251001,0.4666666666666667
535,claude-sonnet-4-6,0.6
535,claude-opus-4-7,0.5333333333333333
535,gpt-5.4-nano,0.6666666666666666
535,gpt-5.4-mini,0.4
535,gpt-5.4,0.4
536,claude-haiku-4-5-20251001,0.6666666666666666
536,claude-sonnet-4-6,0.5333333333333333
536,claude-opus-4-7,0.5333333333333333
536,gpt-5.4-nano,0.6
536,gpt-5.4-mini,0.5333333333333333
536,gpt-5.4,0.13333333333333333
537,claude-haiku-4-5-20251001,0.5333333333333333
537,claude-sonnet-4-6,0.8
537,claude-opus-4-7,0.5333333333333333
537,gpt-5.4-nano,0.8666666666666667
537,gpt-5.4-mini,0.6
537,gpt-5.4,0.4666666666666667
538,claude-haiku-4-5-20251001,0.5333333333333333
538,claude-sonnet-4-6,0.9333333333333333
538,claude-opus-4-7,0.4
538,gpt-5.4-nano,0.8
538,gpt-5.4-mini,0.8
538,gpt-5.4,0.4
539,claude-haiku-4-5-20251001,0.7333333333333333
539,claude-sonnet-4-6,0.8666666666666667
539,claude-opus-4-7,0.6
539,gpt-5.4-nano,0.6
539,gpt-5.4-mini,0.6
539,gpt-5.4,0.2
540,claude-haiku-4-5-20251001,0.6
540,claude-sonnet-4-6,0.5333333333333333
540,claude-opus-4-7,0.6
540,gpt-5.4-nano,0.9333333333333333
540,gpt-5.4-mini,0.6666666666666666
540,gpt-5.4,0.4666666666666667
541,claude-haiku-4-5-20251001,0.4666666666666667
541,claude-sonnet-4-6,0.7333333333333333
541,claude-opus-4-7,0.3333333333333333
541,gpt-5.4-nano,0.7333333333333333
541,gpt-5.4-mini,0.7333333333333333
541,gpt-5.4,0.4666666666666667
542,claude-haiku-4-5-20251001,0.6
542,claude-sonnet-4-6,0.8
542,claude-opus-4-7,0.4666666666666667
542,gpt-5.4-nano,0.8
542,gpt-5.4-mini,0.6
542,gpt-5.4,0.4
543,claude-haiku-4-5-20251001,0.4666666666666667
543,claude-sonnet-4-6,0.7333333333333333
543,claude-opus-4-7,0.6666666666666666
543,gpt-5.4-nano,0.6666666666666666
543,gpt-5.4-mini,0.6
543,gpt-5.4,0.3333333333333333
544,claude-haiku-4-5-20251001,0.4
544,claude-sonnet-4-6,0.7333333333333333
544,claude-opus-4-7,0.3333333333333333
544,gpt-5.4-nano,0.6666666666666666
544,gpt-5.4-mini,0.5333333333333333
544,gpt-5.4,0.4
545,claude-haiku-4-5-20251001,0.5333333333333333
545,claude-sonnet-4-6,0.9333333333333333
545,claude-opus-4-7,0.4666666666666667
545,gpt-5.4-nano,0.7333333333333333
545,gpt-5.4-mini,0.6
545,gpt-5.4,0.3333333333333333
546,claude-haiku-4-5-20251001,0.6
546,claude-sonnet-4-6,0.7333333333333333
546,claude-opus-4-7,0.6
546,gpt-5.4-nano,0.6666666666666666
546,gpt-5.4-mini,0.6666666666666666
546,gpt-5.4,0.26666666666666666
547,claude-haiku-4-5-20251001,0.6
547,claude-sonnet-4-6,0.7333333333333333
547,claude-opus-4-7,0.4
547,gpt-5.4-nano,0.7333333333333333
547,gpt-5.4-mini,0.5333333333333333
547,gpt-5.4,0.4
548,claude-haiku-4-5-20251001,0.6
548,claude-sonnet-4-6,0.6
548,claude-opus-4-7,0.6666666666666666
548,gpt-5.4-nano,0.8666666666666667
548,gpt-5.4-mini,0.26666666666666666
548,gpt-5.4,0.4666666666666667
549,claude-haiku-4-5-20251001,0.4
549,claude-sonnet-4-6,0.8666666666666667
549,claude-opus-4-7,0.4666666666666667
549,gpt-5.4-nano,0.8666666666666667
549,gpt-5.4-mini,0.6
549,gpt-5.4,0.4666666666666667
550,claude-haiku-4-5-20251001,0.6666666666666666
550,claude-sonnet-4-6,0.8666666666666667
550,claude-opus-4-7,0.3333333333333333
550,gpt-5.4-nano,0.8666666666666667
550,gpt-5.4-mini,0.5333333333333333
550,gpt-5.4,0.26666666666666666
551,claude-haiku-4-5-20251001,0.4666666666666667
551,claude-sonnet-4-6,1.0
551,claude-opus-4-7,0.5333333333333333
551,gpt-5.4-nano,0.8
551,gpt-5.4-mini,0.5333333333333333
551,gpt-5.4,0.4
552,claude-haiku-4-5-20251001,0.5333333333333333
552,claude-sonnet-4-6,0.6666666666666666
552,claude-opus-4-7,0.4666666666666667
552,gpt-5.4-nano,0.8
552,gpt-5.4-mini,0.8666666666666667
552,gpt-5.4,0.3333333333333333
553,claude-haiku-4-5-20251001,0.6666666666666666
553,claude-sonnet-4-6,0.8666666666666667
553,claude-opus-4-7,0.4666666666666667
553,gpt-5.4-nano,0.7333333333333333
553,gpt-5.4-mini,0.3333333333333333
553,gpt-5.4,0.3333333333333333
554,claude-haiku-4-5-20251001,0.5333333333333333
554,claude-sonnet-4-6,0.7333333333333333
554,claude-opus-4-7,0.3333333333333333
554,gpt-5.4-nano,0.6666666666666666
554,gpt-5.4-mini,0.4666666666666667
554,gpt-5.4,0.4
555,claude-haiku-4-5-20251001,0.4666666666666667
555,claude-sonnet-4-6,0.6
555,claude-opus-4-7,0.3333333333333333
555,gpt-5.4-nano,0.6666666666666666
555,gpt-5.4-mini,0.5333333333333333
555,gpt-5.4,0.26666666666666666
556,claude-haiku-4-5-20251001,0.4666666666666667
556,claude-sonnet-4-6,0.7333333333333333
556,claude-opus-4-7,0.5333333333333333
556,gpt-5.4-nano,0.8666666666666667
556,gpt-5.4-mini,0.4
556,gpt-5.4,0.26666666666666666
557,claude-haiku-4-5-20251001,0.4
557,claude-sonnet-4-6,0.7333333333333333
557,claude-opus-4-7,0.6666666666666666
557,gpt-5.4-nano,0.7333333333333333
557,gpt-5.4-mini,0.6666666666666666
557,gpt-5.4,0.5333333333333333
558,claude-haiku-4-5-20251001,0.6
558,claude-sonnet-4-6,0.8
558,claude-opus-4-7,0.3333333333333333
558,gpt-5.4-nano,0.9333333333333333
558,gpt-5.4-mini,0.6
558,gpt-5.4,0.5333333333333333
559,claude-haiku-4-5-20251001,0.5333333333333333
559,claude-sonnet-4-6,0.6666666666666666
559,claude-opus-4-7,0.4666666666666667
559,gpt-5.4-nano,1.0
559,gpt-5.4-mini,0.5333333333333333
559,gpt-5.4,0.4666666666666667
560,claude-haiku-4-5-20251001,0.6
560,claude-sonnet-4-6,0.5333333333333333
560,claude-opus-4-7,0.3333333333333333
560,gpt-5.4-nano,0.8666666666666667
560,gpt-5.4-mini,0.5333333333333333
560,gpt-5.4,0.4
561,claude-haiku-4-5-20251001,0.6666666666666666
561,claude-sonnet-4-6,0.8666666666666667
561,claude-opus-4-7,0.4
561,gpt-5.4-nano,0.9333333333333333
561,gpt-5.4-mini,0.3333333333333333
561,gpt-5.4,0.4666666666666667
562,claude-haiku-4-5-20251001,0.4666666666666667
562,claude-sonnet-4-6,0.6
562,claude-opus-4-7,0.6
562,gpt-5.4-nano,0.6
562,gpt-5.4-mini,0.6
562,gpt-5.4,0.4
563,claude-haiku-4-5-20251001,0.6666666666666666
563,claude-sonnet-4-6,0.8
563,claude-opus-4-7,0.3333333333333333
563,gpt-5.4-nano,0.8666666666666667
563,gpt-5.4-mini,0.6
563,gpt-5.4,0.26666666666666666
564,claude-haiku-4-5-20251001,0.5333333333333333
564,claude-sonnet-4-6,0.8666666666666667
564,claude-opus-4-7,0.4666666666666667
564,gpt-5.4-nano,0.8
564,gpt-5.4-mini,0.5333333333333333
564,gpt-5.4,0.5333333333333333
565,claude-haiku-4-5-20251001,0.4
565,claude-sonnet-4-6,0.6666666666666666
565,claude-opus-4-7,0.5333333333333333
565,gpt-5.4-nano,0.8
565,gpt-5.4-mini,0.6
565,gpt-5.4,0.4666666666666667
566,claude-haiku-4-5-20251001,0.4
566,claude-sonnet-4-6,0.7333333333333333
566,claude-opus-4-7,0.6666666666666666
566,gpt-5.4-nano,0.8666666666666667
566,gpt-5.4-mini,0.6666666666666666
566,gpt-5.4,0.4
567,claude-haiku-4-5-20251001,0.6666666666666666
567,claude-sonnet-4-6,0.8
567,claude-opus-4-7,0.3333333333333333
567,gpt-5.4-nano,0.8666666666666667
567,gpt-5.4-mini,0.4666666666666667
567,gpt-5.4,0.26666666666666666
568,claude-haiku-4-5-20251001,0.5333333333333333
568,claude-sonnet-4-6,0.8
568,claude-opus-4-7,0.5333333333333333
568,gpt-5.4-nano,0.4666666666666667
568,gpt-5.4-mini,0.6666666666666666
568,gpt-5.4,0.2
569,claude-haiku-4-5-20251001,0.6
569,claude-sonnet-4-6,0.6
569,claude-opus-4-7,0.5333333333333333
569,gpt-5.4-nano,0.8
569,gpt-5.4-mini,0.6
569,gpt-5.4,0.4
570,claude-haiku-4-5-20251001,0.4666666666666667
570,claude-sonnet-4-6,0.8666666666666667
570,claude-opus-4-7,0.3333333333333333
570,gpt-5.4-nano,0.8
570,gpt-5.4-mini,0.6
570,gpt-5.4,0.6666666666666666
571,claude-haiku-4-5-20251001,0.4666666666666667
571,claude-sonnet-4-6,0.8666666666666667
571,claude-opus-4-7,0.6666666666666666
571,gpt-5.4-nano,0.8
571,gpt-5.4-mini,0.5333333333333333
571,gpt-5.4,0.3333333333333333
572,claude-haiku-4-5-20251001,0.4666666666666667
572,claude-sonnet-4-6,0.7333333333333333
572,claude-opus-4-7,0.6
572,gpt-5.4-nano,0.9333333333333333
572,gpt-5.4-mini,0.7333333333333333
572,gpt-5.4,0.2
573,claude-haiku-4-5-20251001,0.4666666666666667
573,claude-sonnet-4-6,0.6
573,claude-opus-4-7,0.5333333333333333
573,gpt-5.4-nano,0.6666666666666666
573,gpt-5.4-mini,0.7333333333333333
573,gpt-5.4,0.3333333333333333
574,claude-haiku-4-5-20251001,0.4666666666666667
574,claude-sonnet-4-6,0.9333333333333333
574,claude-opus-4-7,0.5333333333333333
574,gpt-5.4-nano,0.5333333333333333
574,gpt-5.4-mini,0.6
574,gpt-5.4,0.4666666666666667
575,claude-haiku-4-5-20251001,0.4666666666666667
575,claude-sonnet-4-6,0.8666666666666667
575,claude-opus-4-7,0.5333333333333333
575,gpt-5.4-nano,0.9333333333333333
575,gpt-5.4-mini,0.4666666666666667
575,gpt-5.4,0.26666666666666666
576,claude-haiku-4-5-20251001,0.6666666666666666
576,claude-sonnet-4-6,0.6
576,claude-opus-4-7,0.4
576,gpt-5.4-nano,0.9333333333333333
576,gpt-5.4-mini,0.6666666666666666
576,gpt-5.4,0.26666666666666666
577,claude-haiku-4-5-20251001,0.3333333333333333
577,claude-sonnet-4-6,0.7333333333333333
577,claude-opus-4-7,0.4666666666666667
577,gpt-5.4-nano,0.9333333333333333
577,gpt-5.4-mini,0.4666666666666667
577,gpt-5.4,0.3333333333333333
578,claude-haiku-4-5-20251001,0.5333333333333333
578,claude-sonnet-4-6,0.9333333333333333
578,claude-opus-4-7,0.3333333333333333
578,gpt-5.4-nano,0.8
578,gpt-5.4-mini,0.4666666666666667
578,gpt-5.4,0.4
579,claude-haiku-4-5-20251001,0.5333333333333333
579,claude-sonnet-4-6,0.7333333333333333
579,claude-opus-4-7,0.3333333333333333
579,gpt-5.4-nano,0.8
579,gpt-5.4-mini,0.4666666666666667
579,gpt-5.4,0.5333333333333333
580,claude-haiku-4-5-20251001,0.6666666666666666
580,claude-sonnet-4-6,0.8666666666666667
580,claude-opus-4-7,0.6
580,gpt-5.4-nano,0.7333333333333333
580,gpt-5.4-mini,0.4666666666666667
580,gpt-5.4,0.3333333333333333
581,claude-haiku-4-5-20251001,0.5333333333333333
581,claude-sonnet-4-6,0.4666666666666667
581,claude-opus-4-7,0.3333333333333333
581,gpt-5.4-nano,0.4
581,gpt-5.4-mini,0.6666666666666666
581,gpt-5.4,0.4
582,claude-haiku-4-5-20251001,0.6
582,claude-sonnet-4-6,0.7333333333333333
582,claude-opus-4-7,0.5333333333333333
582,gpt-5.4-nano,0.6666666666666666
582,gpt-5.4-mini,0.3333333333333333
582,gpt-5.4,0.5333333333333333
583,claude-haiku-4-5-20251001,0.6
583,claude-sonnet-4-6,0.7333333333333333
583,claude-opus-4-7,0.3333333333333333
583,gpt-5.4-nano,1.0
583,gpt-5.4-mini,0.5333333333333333
583,gpt-5.4,0.4
584,claude-haiku-4-5-20251001,0.4666666666666667
584,claude-sonnet-4-6,0.8666666666666667
584,claude-opus-4-7,0.6
584,gpt-5.4-nano,0.7333333333333333
584,gpt-5.4-mini,0.5333333333333333
584,gpt-5.4,0.4
585,claude-haiku-4-5-20251001,0.3333333333333333
585,claude-sonnet-4-6,0.6
585,claude-opus-4-7,0.3333333333333333
585,gpt-5.4-nano,0.9333333333333333
585,gpt-5.4-mini,0.6
585,gpt-5.4,0.4666666666666667
586,claude-haiku-4-5-20251001,0.8
586,claude-sonnet-4-6,0.7333333333333333
586,claude-opus-4-7,0.6
586,gpt-5.4-nano,0.8
586,gpt-5.4-mini,0.4
586,gpt-5.4,0.4666666666666667
587,claude-haiku-4-5-20251001,0.4
587,claude-sonnet-4-6,0.8666666666666667
587,claude-opus-4-7,0.4
587,gpt-5.4-nano,0.8
587,gpt-5.4-mini,0.6
587,gpt-5.4,0.2
588,claude-haiku-4-5-20251001,0.4
588,claude-sonnet-4-6,0.5333333333333333
588,claude-opus-4-7,0.26666666666666666
588,gpt-5.4-nano,0.9333333333333333
588,gpt-5.4-mini,0.4666666666666667
588,gpt-5.4,0.4666666666666667
589,claude-haiku-4-5-20251001,0.4666666666666667
589,claude-sonnet-4-6,0.6666666666666666
589,claude-opus-4-7,0.2
589,gpt-5.4-nano,0.6
589,gpt-5.4-mini,0.6
589,gpt-5.4,0.4
590,claude-haiku-4-5-20251001,0.6666666666666666
590,claude-sonnet-4-6,0.6666666666666666
590,claude-opus-4-7,0.4
590,gpt-5.4-nano,0.8
590,gpt-5.4-mini,0.6666666666666666
590,gpt-5.4,0.2
591,claude-haiku-4-5-20251001,0.4666666666666667
591,claude-sonnet-4-6,0.8666666666666667
591,claude-opus-4-7,0.5333333333333333
591,gpt-5.4-nano,0.8
591,gpt-5.4-mini,0.7333333333333333
591,gpt-5.4,0.4666666666666667
592,claude-haiku-4-5-20251001,0.6666666666666666
592,claude-sonnet-4-6,0.6666666666666666
592,claude-opus-4-7,0.4
592,gpt-5.4-nano,0.8666666666666667
592,gpt-5.4-mini,0.3333333333333333
592,gpt-5.4,0.3333333333333333
593,claude-haiku-4-5-20251001,0.4
593,claude-sonnet-4-6,0.8
593,claude-opus-4-7,0.4
593,gpt-5.4-nano,0.8666666666666667
593,gpt-5.4-mini,0.4666666666666667
593,gpt-5.4,0.3333333333333333
594,claude-haiku-4-5-20251001,0.6666666666666666
594,claude-sonnet-4-6,0.7333333333333333
594,claude-opus-4-7,0.5333333333333333
594,gpt-5.4-nano,0.8
594,gpt-5.4-mini,0.6666666666666666
594,gpt-5.4,0.26666666666666666
595,claude-haiku-4-5-20251001,0.5333333333333333
595,claude-sonnet-4-6,0.7333333333333333
595,claude-opus-4-7,0.4
595,gpt-5.4-nano,0.8
595,gpt-5.4-mini,0.5333333333333333
595,gpt-5.4,0.26666666666666666
596,claude-haiku-4-5-20251001,0.8
596,claude-sonnet-4-6,0.6666666666666666
596,claude-opus-4-7,0.4
596,gpt-5.4-nano,0.6666666666666666
596,gpt-5.4-mini,0.6
596,gpt-5.4,0.13333333333333333
597,claude-haiku-4-5-20251001,0.4666666666666667
597,claude-sonnet-4-6,0.8
597,claude-opus-4-7,0.3333333333333333
597,gpt-5.4-nano,0.7333333333333333
597,gpt-5.4-mini,0.5333333333333333
597,gpt-5.4,0.4666666666666667
598,claude-haiku-4-5-20251001,0.7333333333333333
598,claude-sonnet-4-6,0.6
598,claude-opus-4-7,0.4
598,gpt-5.4-nano,0.8666666666666667
598,gpt-5.4-mini,0.5333333333333333
598,gpt-5.4,0.5333333333333333
599,claude-haiku-4-5-20251001,0.6666666666666666
599,claude-sonnet-4-6,0.8
599,claude-opus-4-7,0.5333333333333333
599,gpt-5.4-nano,0.6666666666666666
599,gpt-5.4-mini,0.3333333333333333
599,gpt-5.4,0.5333333333333333
600,claude-haiku-4-5-20251001,0.6
600,claude-sonnet-4-6,0.6666666666666666
600,claude-opus-4-7,0.3333333333333333
600,gpt-5.4-nano,0.9333333333333333
600,gpt-5.4-mini,0.6
600,gpt-5.4,0.4
601,claude-haiku-4-5-20251001,0.6666666666666666
601,claude-sonnet-4-6,0.8
601,claude-opus-4-7,0.4666666666666667
601,gpt-5.4-nano,0.8666666666666667
601,gpt-5.4-mini,0.4
601,gpt-5.4,0.4666666666666667
602,claude-haiku-4-5-20251001,0.6
602,claude-sonnet-4-6,0.6
602,claude-opus-4-7,0.6
602,gpt-5.4-nano,0.9333333333333333
602,gpt-5.4-mini,0.6666666666666666
602,gpt-5.4,0.4666666666666667
603,claude-haiku-4-5-20251001,0.3333333333333333
603,claude-sonnet-4-6,0.8
603,claude-opus-4-7,0.3333333333333333
603,gpt-5.4-nano,0.9333333333333333
603,gpt-5.4-mini,0.4
603,gpt-5.4,0.3333333333333333
604,claude-haiku-4-5-20251001,0.6
604,claude-sonnet-4-6,0.8
604,claude-opus-4-7,0.26666666666666666
604,gpt-5.4-nano,0.8
604,gpt-5.4-mini,0.6666666666666666
604,gpt-5.4,0.4666666666666667
605,claude-haiku-4-5-20251001,0.4666666666666667
605,claude-sonnet-4-6,0.5333333333333333
605,claude-opus-4-7,0.26666666666666666
605,gpt-5.4-nano,0.7333333333333333
605,gpt-5.4-mini,0.5333333333333333
605,gpt-5.4,0.5333333333333333
606,claude-haiku-4-5-20251001,0.3333333333333333
606,claude-sonnet-4-6,0.8
606,claude-opus-4-7,0.06666666666666667
606,gpt-5.4-nano,0.6666666666666666
606,gpt-5.4-mini,0.6666666666666666
606,gpt-5.4,0.3333333333333333
607,claude-haiku-4-5-20251001,0.5333333333333333
607,claude-sonnet-4-6,0.6666666666666666
607,claude-opus-4-7,0.4666666666666667
607,gpt-5.4-nano,0.8666666666666667
607,gpt-5.4-mini,0.3333333333333333
607,gpt-5.4,0.06666666666666667
608,claude-haiku-4-5-20251001,0.4666666666666667
608,claude-sonnet-4-6,0.5333333333333333
608,claude-opus-4-7,0.3333333333333333
608,gpt-5.4-nano,0.9333333333333333
608,gpt-5.4-mini,0.6666666666666666
608,gpt-5.4,0.4
609,claude-haiku-4-5-20251001,0.5333333333333333
609,claude-sonnet-4-6,0.8
609,claude-opus-4-7,0.5333333333333333
609,gpt-5.4-nano,0.9333333333333333
609,gpt-5.4-mini,0.7333333333333333
609,gpt-5.4,0.26666666666666666
610,claude-haiku-4-5-20251001,0.6
610,claude-sonnet-4-6,0.5333333333333333
610,claude-opus-4-7,0.5333333333333333
610,gpt-5.4-nano,0.6666666666666666
610,gpt-5.4-mini,0.5333333333333333
610,gpt-5.4,0.4
611,claude-haiku-4-5-20251001,0.4666666666666667
